id,Director,Actor,Type,Nation,Weight,idI
依然爱丽丝,理查德·格雷泽;沃什·韦斯特摩兰,朱丽安·摩尔;凯特·波茨沃斯;肖恩·麦克雷;亨特·帕瑞施;亚历克·鲍德温;塞斯·吉列姆;克里斯汀·斯图尔特;艾琳·达克;丹尼尔·格罗尔,剧情,美国;法国,3,109
侠僧探案传奇之催命符,海涛,韩朔;刘冠成;李美慧;张哲浩,动作;悬疑;武侠;古装,中国大陆,5,110
侠僧探案传奇之大兴赌坊,海涛,韩朔;刘冠成,动作;悬疑;武侠;古装,中国大陆,5,111
侠僧探案传奇之大夜叉,海涛,韩朔;刘冠成;李美慧;张哲浩,动作;悬疑;武侠;古装,中国大陆,5,112
侠僧探案传奇之将军府,海涛,韩朔;刘冠成,动作;悬疑;武侠;古装,中国大陆,5,113
侠僧探案传奇之开封府,海涛,韩朔;刘冠成,动作;悬疑;武侠;古装,中国大陆,5,114
侠僧探案传奇之洛阳花会,海涛,韩朔;刘冠成;李美慧;张哲浩,动作;悬疑;武侠;古装,中国大陆,5,115
侠僧探案传奇之王陵之谜,海涛,韩朔;刘冠成;李美慧;张哲浩,动作;悬疑;武侠;古装,中国大陆,5,116
侠僧探案传奇之白马镖局,海涛,韩朔;刘冠成;李美慧;张哲浩,动作;悬疑;武侠;古装,中国大陆,5,117
侠僧探案传奇之聚义钱庄,海涛,韩朔;刘冠成;李美慧;张哲浩,动作;悬疑;武侠;古装,中国大陆,5,118
侠僧探案传奇之醉玲珑,海涛,韩朔;刘冠成,动作;悬疑;武侠;古装,中国大陆,5,119
侠女：剑的记忆,朴兴植,李秉宪;全度妍;金高银;李俊昊;李璟荣;金太祐;裴秀彬;金英民,剧情;武侠;古装,韩国,4,120
侠探杰克：永不回头,爱德华·兹威克,汤姆·克鲁斯;寇碧·史莫德斯;罗伯特·克耐普;达妮卡·亚罗什;阿尔迪斯·霍吉;乔凡尼·席尔瓦;霍特·麦克卡兰尼;特瑞·韦伯;亨特·巴克;斯嘉丽特·米尔罗尼;帕特里克·赫辛格;安东尼·莫利纳利,动作;犯罪,美国,3,121
侠探西蒙,厄尼·巴巴拉什,艾丽莎·杜什库;托马斯·克莱舒曼;格雷戈·格伦伯格;赛米·汉拉缇;雅尼·吉尔曼;毕崔斯·罗森;恩里克·穆西安诺;Ian Ogilvy;亚当·雷纳;杰森·布鲁克斯;克里斯蒂·米切尔;Omid Zader;Roman Mitichyan;Sonalii Castillo;奥利弗·贝尔,动作;犯罪;冒险,美国,4,122
侠盗联盟,冯德伦,刘德华;舒淇;张静初;杨祐宁;让·雷诺;曾志伟;沙溢;游天翼;张益群,动作;冒险,中国大陆;香港;捷克,5,123
侦探：开端,金郑勋,权相宇;成东日;徐英姬,喜剧;惊悚;犯罪,韩国,4,124
侯门之险,理查德·柯森·史密斯,莉迪亚·威尔逊;玛姬·福克斯;莎拉·里奇韦;乔安娜·林莉;莱纳斯·罗彻;舒雅德·法瑞斯;詹姆斯·达西;哈西娜·哈克;维多利亚·罗斯;露西·基普;马尔科姆·斯托里;克莱尔·哈基特,剧情;悬疑,英国,3,125
便当盒里的小秘密,阿莫尔·古普特,Leo Crasto;迪维亚·达塔;阿莫尔·古普特,剧情;喜剧;儿童,印度,4,126
保安官,金炯柱,李圣旻;赵震雄;金成钧;赵宇镇;林贤成,喜剧;犯罪,韩国,3,127
保罗,格雷格·莫托拉,西蒙·佩吉;尼克·弗罗斯特;塞斯·罗根;简·林奇;克里斯汀·韦格;杰森·贝特曼;比尔·哈德尔;西格妮·韦弗,喜剧;科幻;冒险,美国;英国,5,128
信号,威廉·尤班克,帕特里克·戴维森;布伦顿·思韦茨;奥利维亚·库克;博·纳普;杰弗里·格罗弗;劳伦斯·菲什伯恩;林·沙烨,科幻;惊悚,美国,3,129
信长协奏曲 电影版,松山博昭,小栗旬;柴崎幸;向井理;山田孝之;藤谷太辅;水原希子;滨田岳;古田新太;高岛政宏;藤木直人;夏帆;新井浩文;森下能幸;西田敏行;阿部进之介;坂田雅信,喜剧;古装,日本,3,130
修复生命,卡黛儿·基耶维蕾,塔哈·拉希姆;艾玛纽尔·塞尼耶;安娜·多尔瓦尔;伯利·兰内尔;布鲁诺·洛普斯;莫妮亚·肖克里;阿丽斯·塔格里奥妮;卡里姆·莱克路;费尼肯·欧菲尔德;西奥·乔尔比;阿丽斯·德·朗克桑;多米尼克·布隆,剧情,法国;比利时,3,131
修女艾达,保罗·帕夫利克夫斯基,阿伽塔·特泽布霍夫斯卡;阿伽塔·库莱沙;大卫·奥格尼克;杰吉·特雷拉;亚当·斯齐斯科斯基;海丽娜·斯戈贞斯加;乔安娜·库里格;多罗塔·卡达克;纳塔利娅·拉基夫泽克;阿佛洛狄忒·维瑟拉克;马里斯兹·贾库斯;艾萨贝拉·达布鲁夫斯卡;阿尔图尔·贾努西亚克;安娜·格泽斯斯卡萨克;扬·沃西奇·波多斯基;康斯坦蒂·斯文贝格;帕韦尔·伯克齐克,剧情,波兰;丹麦;法国;英国,5,132
俺物语,河合勇人,铃木亮平;永野芽郁;坂口健太郎;森高爱;高桥春织;恒松祐里;健太郎;小松直树;中尾明庆;高田里穗;堀越太耀;池谷伸枝;绿友利惠;涩川清彦;寺胁康文;铃木砂羽,喜剧,日本,2,133
倒带,迈克尔·A·尼克尔斯,约翰尼·帕卡;Ambyr Childers;克里斯蒂安·史莱特;乔纳森·凯兹,惊悚;恐怖,美国,3,134
倒数追击,约翰·斯托克韦尔,道夫·齐格勒 Dolph Ziggler;凯恩 Kane;凯瑟琳·伊莎贝尔,动作,美国,2,135
倒计时,许宗昊,郑在咏;全度妍;李璟荣;郑满植,剧情;动作,韩国,3,136
借东西的小人阿莉埃蒂,米林宏昌,志田未来;神木隆之介;树木希林;三浦友和;大竹忍;竹下景子;藤原龙也,动画;奇幻;冒险,日本,4,137
借口公司,菲利普·拉肖,菲利普·拉肖;艾罗娣·方坦;朱利安·阿鲁蒂;塔雷克·布达里;迪迪埃·布尔东;纳塔莉·贝伊;娜威尔·玛达尼;梅迪·萨东;樊尚·德扎尼亚;爱丽丝·杜富尔;菲利普·杜克斯纳;米歇尔·拉罗克;凯德·麦拉德;萨米·纳塞利;乔·普雷斯蒂亚;诺曼·塔沃;乔伊·斯塔尔,喜剧,法国,2,138
借尸还魂,余善浩,李凡秀;柳昇范;金玉彬,喜剧;犯罪,韩国,3,139
假如猫从世界上消失了,永井聪,佐藤健;宫崎葵;滨田岳;奥野瑛太;石井杏奈;奥田瑛二;原田美枝子,剧情;奇幻,日本,3,140
假如王子睡着了,王郢,林允;陈柏霖;张云龙;秦沛;张宇;姜宏波;钟欣凌;陈奇;丁冠森;陈思;吕绍聪;陶思屹;朱然;吕云骢,喜剧;爱情,中国大陆,3,141
假小子,沃尔特·希尔,米歇尔·罗德里格兹;西格妮·韦弗;托尼·夏尔赫布;安东尼·拉帕格利亚;特瑞·陈;保罗·麦克吉莱恩;凯特琳·杰拉德;肯·科齐格;扎克·圣蒂亚戈;劳洛·查坦德;阿德里安·霍夫,动作;惊悚;犯罪,美国;法国;加拿大,6,142
假日惊情,卢卡·瓜达尼诺,拉尔夫·费因斯;达科塔·约翰逊;马提亚斯·修奈尔;蒂尔达·斯文顿;奥萝尔·克莱芒;埃琳娜·布奇;莉莉·麦克梅纳米;科拉多·古赞蒂,剧情;悬疑;犯罪,意大利;法国,5,143
假期历险记,乔纳森·M·戈尔茨坦;约翰·弗朗西斯·戴利,艾德·赫尔姆斯;克里斯蒂娜·艾伯盖特;莱斯利·曼恩;比佛莉·德安姬罗;切维·切斯;克里斯·海姆斯沃斯;伊丽莎白·吉莱丝;斯凯勒·吉桑多;尼克·克罗尔;查理·戴;科甘-迈克尔·凯;凯特琳·奥尔森;迈克尔·佩纳;雷吉娜·赫尔;山姆·莱文,喜剧;家庭;冒险,美国,4,144
假装热情,郑基训,郑在咏;朴宝英;吴达洙;卓在勋;柳贤静;柳德焕;陈庆;尹均相,喜剧,韩国,2,145
停滞,Christian James,Dan Palmer;Tamaryn Payne;Mark Holden,恐怖,英国,2,146
停靠,Darragh Byrne,斯图尔特·格雷厄姆;科林·摩根;科尔姆·米尼,剧情,爱尔兰;芬兰,3,147
健忘村,陈玉勋,舒淇;王千源;张孝全;曾志伟;杨祐宁;张少怀;许杰辉;林美秀;顾宝明;陈竹昇;柯宇纶;黄健玮,剧情;喜剧;奇幻;古装,中国大陆;台湾,6,148
偶像先生,罗喜灿,池贤宇;朴宰范;金秀路;朴艺珍,剧情;音乐,韩国,3,149
偶像大师剧场版：前往光辉的彼端,锦织敦史,中村绘里子;長谷川明子;今井麻美;仁後真耶子;浅仓杏美;平田宏美;下田麻美;钉宫理惠;たかはし智秋;原由实;沼倉愛美;若林直美;滝田樹里;赤羽根健治;大塚芳忠,剧情;动画,日本,3,150
偶滴神啊,Umesh Shukla,阿克谢·库玛尔;帕莱什·拉瓦尔;米特胡恩·查克拉博蒂;欧姆·普瑞;康柯纳·森·沙尔玛;索娜什·辛哈;普拉部·地伐;马赫什·曼杰瑞卡;Govind Namdeo,剧情;喜剧,印度,3,151
偶然与巧合,克洛德·勒卢什,亚历桑德拉·马提尼斯;皮埃尔·阿迪提,剧情,法国;加拿大,3,152
偷书贼,布莱恩·派西维尔,杰弗里·拉什;艾米丽·沃森;苏菲·奈丽丝;本·施耐泽;尼科·利尔施;约阿希姆·保罗·阿斯波克;克斯腾·布劳克;希尔德加德·斯罗德;桑德拉·内德勒夫;卡莉娜·N.维斯,剧情;战争,美国;德国,4,153
偷心贼,李贤中,金雅中;周元;车太贤;朴哲民;白道彬,喜剧;爱情;犯罪,韩国,4,154
偷来的人生,Anders Anderson,乔恩·哈姆;乔什·卢卡斯;罗娜·迈特拉;詹姆斯·范德比克;杰西卡·查斯坦;乔安娜·卡西迪;吉米·本内特;莫蕾娜·巴卡林;迈克尔·库立兹;安迪·米尔德;霍特·麦克卡兰尼;祖德·塞克利拉;里克·戈麦斯;马库斯·托马斯;格拉汉姆·菲利普斯,剧情;悬疑;惊悚;犯罪,美国,5,155
偷狗的完美方法,金成浩,金惠子;李来;崔民秀;姜惠贞;李弘基;李基英;曹恩智;Sam Hammington;李天熙,剧情;家庭,韩国,3,156
偷窥情人,吉田浩太,町田啓太;佐々木心音;中村映里子;八木将康;久住翠希;松野井雅;川籠石駿平,剧情;情色,日本,3,157
催眠大师,陈正道,徐峥;莫文蔚;胡静;吕中;王耀庆;杨凯迪,剧情;悬疑;惊悚,中国大陆,4,158
傲娇与偏见,李海蜀;黄彦威,迪丽热巴;张云龙;高伟光;金晨;马薇薇;范湉湉;披拉·尼迪裴善官;周海媚;樊野;李彧,喜剧;爱情,中国大陆,3,159
傲慢与偏见与僵尸,布尔·斯蒂尔斯,莉莉·詹姆斯;萨姆·赖利;杰克·休斯顿;贝拉·希思科特;道格拉斯·布斯;马特·史密斯;查尔斯·丹斯;琳娜·海蒂;苏琪·沃特豪斯;艾玛·格林威尔;埃斯林·洛福斯;莎莉·菲利普斯;艾丽·巴姆博;米莉·布拉迪,动作;爱情;恐怖,美国;英国,5,160
像“像那样的东西”那样的东西,杉山泰一,松山研一;北川景子;伊藤克信;尾藤功男;绪方义博;野村宏伸;铃木亮平;泷正则;内海桂子;铃木京香;佐佐木藏之介;塚地武雅;笹野高史;宫川一朗太;仲村亨;三田佳子,剧情;喜剧,日本,3,161
像素大战,克里斯·哥伦布,亚当·桑德勒;凯文·詹姆斯;米歇尔·莫纳汉;彼特·丁拉基;乔什·加德;布莱恩·考克斯;马特·林茨;肖恩·宾;简·科拉克斯基;丹·艾克罗伊德;艾菲恩·克洛科特;莱妮·卡赞;艾什莉·本森;玛莎·斯图尔特;丹尼斯·秋山;汤姆·麦卡锡;提姆·赫利希;杰姬·桑德勒;杰瑞德·桑德勒;威廉·S·泰勒;罗丝·洛林斯;塔克·斯莫尔伍德;塞蕾娜·威廉姆斯;艾伦·卡瓦特,喜剧;动作;科幻,美国;中国大陆,5,162
僵尸,麦浚龙,钱小豪;惠英红;鲍起静;陈友;吴耀汉;卢海鹏;钟发;楼南光,剧情;恐怖,香港,3,163
僵尸世界大战,马克·福斯特,布拉德·皮特;米瑞·伊诺丝;马修·福克斯;埃里克·韦斯特;大卫·摩斯;詹姆斯·戴尔;伊莱耶斯·加贝尔;莫里兹·布雷多;斯特林·杰里斯;达妮埃拉·凯尔泰斯,动作;科幻;恐怖,美国,4,164
僵尸小姐,萨布,小松彩夏;富坚真;手塚通,恐怖,日本,2,165
僵尸小屁孩,乔纳森·米洛特;加里·穆利昂,伊利亚·伍德;艾丽森·皮尔;雷恩·威尔森;桑尼·梅·艾利森;雷·沃纳尔;摩根·莉莉;纳西姆·帕杜雷德;杰克·麦克布瑞尔;豪尔赫·加西亚;凯特·弗兰纳里;瑞贝卡·马绍尔;伊丽莎白·博古什,喜剧;动作;科幻;恐怖,美国,5,166
僵尸归来,Manuel Carballo,埃米丽·汉普希尔;克里斯·霍尔登-里德;肖恩·多伊尔;克劳迪亚·巴索尔斯;保罗·安东尼;玛丽娜·马修斯;保利诺·努内斯,恐怖,西班牙;加拿大,3,167
僵尸新人仔,Casey Walker,史蒂芬·麦克哈蒂;克里斯托弗·特纳;克瑞斯塔尔·洛维;肖恩·罗伯茨;克里斯汀·哈格;艾米丽·乌勒普;罗伯特·梅耶,喜剧;恐怖,加拿大,3,168
僵尸日记2,Michael Bartlett;Kevin Gates,Philip Brodie;Alix Wilton Regan;Rob Oldfield,动作;恐怖,英国,3,169
僵尸来袭,Kiah Roache-Turner,Jay Gallagher;碧安卡·布雷迪;Leon Burchill,动作;恐怖,澳大利亚,3,170
僵尸胡安,亚历杭德罗·布鲁格斯,安德烈娅·杜罗;约格·莫利纳;Luis Alberto García;Andros Perugorría;Jazz Vilá;Eliecer Ramírez;安东尼奥·德琴特;Blanca Rosa Blanco,喜剧;恐怖,西班牙;古巴,4,171
兄弟,张幼珍,马东锡;李东辉;李荷妮;赵宇镇;宋永彰;许成泰;池昌旭,剧情;喜剧,韩国,3,172
光,河濑直美,永濑正敏;水崎绫女;藤龙也;神野三铃;小市慢太郎;小出早织;大塚千弘;大西信满;堀内正美;白川和子,剧情,日本,2,173
光晕4：航向黎明号,斯特瓦特·亨德尔,汤姆·格林;安娜·帕波维尔;丹尼尔·库德摩尔;阿耶莱特·祖里尔;麦克·多普德;Enisha Brewster;Masam Holden;周逸之,动作;科幻;冒险,美国,4,174
光晕：传奇,荒牧伸志;Frank O'Connor;押井守;二村秀树;真下耕一,Andy McAvin,动作;科幻;动画,美国;日本,5,175
光棍儿,郝杰,杨振君;叶兰;粱有忠;杜天光;梁存英;王素珍;杭忠训;王进德;陈秀兰,剧情;喜剧;同性,中国大陆,4,176
光灵,大卫·阿耶,威尔·史密斯;乔尔·埃哲顿;劳米·拉佩斯;埃德加·拉米雷兹;露西·弗莱;吴青芸;亚历克斯·梅拉兹;海皮·安德森;伊克·巴里霍尔兹;道恩·奥利弗瑞;马特·杰拉德;赵牡丹;约瑟夫·皮库伊罗;布拉德·威廉姆·亨克;杰伊·埃尔南德斯;恩里克·穆西安诺;斯嘉丽·斯宾塞;安德里亚·纳维多;鲍比·纳德利;卡洛斯·利纳雷斯;芭妮·里维拉,动作;犯罪;奇幻,美国,4,177
光芒渐逝的年代,马蒂·格肖内克,安吉拉·温科勒;布鲁诺·甘茨;亚历山大·费林;西尔维斯特·格罗特;皮特·布科夫斯基;叶夫根尼娅·冬妮娜;娜塔莉亚·别利茨基;施特凡·格罗斯曼;索斯藤·默滕;索菲·普芬尼斯托夫;加布里拉·玛利亚·施迈德;让·丹尼斯·罗默;希尔德加德·施梅尔;妮娜·安东诺娃;尤·波斯;罗纳德·库克利斯;莎里娜·拉多姆斯基,剧情,德国,2,178
光荣之子,Krisztina Goda,Kata Dobó;Iván Feny?,剧情;爱情;历史;战争;运动,匈牙利,6,179
光辉岁月,崔正烈,金志洙;金俊勉;柳俊烈;金喜赞;金烔完,剧情,韩国,2,180
克朗普斯,迈克尔·道赫蒂,亚当·斯科特;托妮·科莱特;艾莉森·托尔曼;大卫·科恩查内;康查塔·费雷尔;恩杰伊·安东尼;斯蒂芬妮娅·欧文;克里丝塔·施泰德;吉迪恩·埃默里;艾薇·乔治,喜剧;恐怖;奇幻,美国,4,181
克罗地亚宪法,拉伊科·格尔利奇,内博伊沙·格洛戈瓦茨;德扬·阿西莫维奇;瑟妮佳·马林克维奇;博兹达尔·斯密贾尼克;玛拉登·赫仁;玛蒂贾·希吉尔;兹登科·杰尔克;罗伯特·乌格里纳;泽利科·科尼斯内特;伊莲娜·乔瓦诺娃;卢卡·德拉季奇;达丽娅·洛伦西;泽利科·杜夫尼亚克,剧情;喜剧;同性,克罗地亚;捷克;斯洛文尼亚;马其顿,7,182
克罗索巨兽,那奇欧·维加隆多,安妮·海瑟薇;丹·史蒂文斯;杰森·苏戴奇斯;奥斯汀·斯托维尔;蒂姆·布雷克·尼尔森;阿加·达什;鲁奇娅·伯纳德,剧情;喜剧,加拿大;西班牙,4,183
克莉丝堤：杀人网站,Oliver Blackburn,阿什丽·格林尼;卢卡斯·提尔;海莉·贝内特;David Jensen;詹姆斯· 兰索恩;马修·圣·帕特里克;克里斯·科伊;John L. Armijo;韦恩·佩雷;Corrina Roshea;Mike Seal;James Rawlings;切尔西·布兰迪;Jaylen Moore;Jon Arthur,恐怖,美国,2,184
克莱尔的相机,洪尚秀,伊莎贝尔·于佩尔;金敏喜;郑镇荣;张美姬,剧情,韩国;法国,3,185
克隆丈夫,本尼德克·菲利格夫,伊娃·格林;马特·史密斯;乌米·马萨库;汉娜·穆雷;莱丝利·曼维尔,剧情;爱情;科幻,德国;匈牙利;法国,6,186
入侵者,亚当·辛德勒,马丁·斯塔尔;贝丝·涅斯格拉夫;罗瑞·卡尔金;杰克·凯西;莱蒂西亚·吉门尼斯;约书亚·米克尔;蒂莫西·T·麦金尼,剧情;惊悚;恐怖,美国,4,187
入侵隐私,安提·乔金恩,杰弗里·迪恩·摩根;希拉里·斯万克;李·佩斯;克里斯托弗·李,剧情;惊悚;恐怖,英国;美国,5,188
全力扣杀,郭子健;黄智亨,何超仪;郑伊健;郑中基;谢君豪;梁汉文;刘浩龙;林敏骢;邵音音;鲍春来;王琳,喜剧;动作,香港;中国大陆,4,189
全员单恋,饭塚健;永田琴;宅间孝行;原桂之介;藤井道人,伊藤沙莉;中川大志;上原实矩;森绘梨佳;樱田通;广濑爱丽丝;斋藤工;知英;佐津川爱美;寺田拓哉;新川优爱;志尊淳;清水富美加;千叶雄大;桥本爱实;横滨流星;加藤雅也,剧情;爱情,日本,3,190
全国歌唱竞赛,李宗弼,金仁权;柳贤静;金秀美;吴光禄;柳演锡,喜剧;爱情,韩国,3,191
全城戒备,陈木胜,郭富城;舒淇;邹兆龙;张静初;吴京;张宝雯;铁南;元华;周秀娜;尹子维,动作;科幻;惊悚,香港;中国大陆,5,192
全城通缉,汪涛,刘烨;赵文卓;秋瓷炫;古力娜扎;薛皓文;辉灿;马浴柯;吴佩柔,剧情;悬疑,中国大陆,3,193
全民目击,非行,孙红雷;余男;郭富城;邓家佳;赵立新;佟丽娅;倪虹洁;陈思诚;周韦彤;廖晓琴;谭松韵;丁子烁,剧情;悬疑;犯罪,中国大陆,4,194
全球风暴,迪安·德夫林,杰拉德·巴特勒;吉姆·斯特吉斯;艾比·考尼什;亚历山德拉·玛丽亚·拉娜;吴彦祖;欧赫尼奥·德尔维斯;阿马尔·维克德;阿德普波·奥杜耶;安迪·加西亚;艾德·哈里斯;罗伯特·席安;理查德·希夫;梅尔·温宁汉姆;莎姬·贝兹;特丽莎·贝特曼,动作;科幻;灾难,美国,4,195
全职猎人剧场版：最后的任务,川口敬一郎,潘惠美;伊濑茉莉也,动画,日本,2,196
全能囧爸,董春泽,罗京民;孙波;于非;马燕;赵丽;米明杰;贾志;卢思佚,喜剧,中国大陆,2,197
全面回忆,伦·怀斯曼,科林·法瑞尔;凯特·贝金赛尔;杰西卡·贝尔;布莱恩·科兰斯顿;博基姆·伍德拜因;比尔·奈伊;约翰·赵;李威尹;伊桑·霍克;詹姆斯·麦克格温;娜塔莉·林斯卡;斯蒂芬·麦克唐纳德,动作;科幻;惊悚;冒险,美国;加拿大,6,198
八恶人,昆汀·塔伦蒂诺,塞缪尔·杰克逊;库尔特·拉塞尔;詹妮弗·杰森·李;沃尔顿·戈金斯;德米安·比齐尔;蒂姆·罗斯;迈克尔·马德森;布鲁斯·邓恩;詹姆士·帕克斯;查宁·塔图姆;丹娜·格瑞尔;佐伊·贝尔;李·霍斯利,剧情;犯罪;西部,美国,4,199
锅盖头2,唐·迈克尔·保罗,杰森·王;阿姆尔·艾尔-贝尤明;杰西·加西亚;科尔·豪瑟;乔什·凯利;史蒂芬·朗;埃塞·莫拉雷斯;查德·芒廷;拉里特萨·帕斯卡莱瓦;丹尼尔·萨夫雷;博基姆·伍德拜因,动作,美国,2,200
锅盖头3：绝地反击,威廉·考夫曼,斯科特·阿金斯;查理·韦伯;艾瑞克·瓦德兹;丹特·巴斯克;丹尼斯·海斯伯特;萨沙·杰克逊;斯蒂芬·霍根;罗梅罗·米勒,动作;战争,美国,3,201
锈与骨,雅克·欧迪亚,马提亚斯·修奈尔;玛丽昂·歌迪亚;伯利·兰内尔;Armand Verdure;席琳·赛莱;Corinne Masiero;Jean-Michel Correia,剧情,法国;比利时,3,202
错乱的一代,真利子哲也,柳乐优弥;菅田将晖;小松菜奈;村上虹郎;绪方义博;池松壮亮;岩瀬亮;北村匠海;三浦诚己;冈山天音;郑龙进,剧情;犯罪,日本,3,203
锡尔斯玛利亚,奥利维耶·阿萨亚斯,朱丽叶·比诺什;克里斯汀·斯图尔特;科洛·莫瑞兹;拉斯·艾丁格;强尼·弗林;安吉拉·温科勒;汉斯·齐施勒;诺拉·冯·瓦尔茨特滕;布拉迪·科贝特;Aljoscha Stadelmann;克莱尔·陈;Peter Farkas;Stuart Manashil;Ben Posener;Ricardia Bramley,剧情,法国;德国;瑞士,4,204
锡矿山,Jira Maligool,Pijaya Vachajitpan;Donlaya Mudcha,剧情;喜剧;传记,泰国,4,205
镇魂法师,项秋良;项河生,吴千语;陈信喆;岳冬峰;王洪千;邵老五,奇幻;武侠;古装,中国大陆,4,206
镜中迷魂,若般,蓝齐儿;曹雷;季晓菲;邓仕鸥;王丹青;王乐声;刘彝斯,悬疑;惊悚;恐怖,中国大陆,4,207
镭射小队,Matt Hullum,阿兰·里奇森;亚历山德里娅·德伯里;Burnie Burns,喜剧;动作;科幻,美国,4,208
长城,张艺谋,马特·达蒙;景甜;佩德罗·帕斯卡;刘德华;威廉·达福;张涵予;鹿晗;彭于晏;林更新;郑恺;黄轩;陈学冬;王俊凯;余心恬;刘冰;李亨;李京沐;纽曼·阿卡;约翰尼·希科;皮鲁·埃斯贝克,动作;奇幻;冒险,中国大陆;美国,5,209
长寿商会,姜帝圭,尹汝贞;朴根滢;赵震雄;黄雨瑟惠;文佳煐;韩智敏;朴灿烈,喜剧;爱情;家庭,韩国,4,210
长江7号：超萌特攻队,简耀宗,徐娇;石班瑜;林簌;郝鹏;马语非;刘琮;郭浩;彭博;阿步;昱霖;吴屹桐;简耀宗;张琰,喜剧;动画;家庭,中国大陆;香港,5,211
长江图,杨超,秦昊;辛芷蕾;邬立朋;江化霖;谭凯;王宏伟,剧情;爱情,中国大陆,3,212
长牙,凯文·史密斯,迈克尔·帕克斯;贾斯汀·朗;珍尼希斯·罗德里格兹;詹妮弗·斯沃巴奇·史密斯;海利·乔·奥斯蒙;约翰尼·德普;拉尔夫·加曼;哈莉·奎恩·史密斯;莉莉-罗丝·德普;阿什丽·格林尼,剧情;喜剧;恐怖,美国,4,213
长矛的尖端,吉姆·哈农,路易·李奥纳多;查德·艾伦;杰克·古兹曼;克里斯蒂娜·索萨;切斯·埃利森;Chemo Mepaquito,剧情;冒险,美国,3,214
闪光少女,王冉,徐璐;彭昱畅;刘泳希;鲁照华;韩忠羽;李诺;骆明劼;陈雨锶;乐思宏;崔可法;陆建艺;陈奕迅;汤甄;闫妮;耿乐,喜剧;音乐,中国大陆,3,215
闪烁的爱情,广木隆一,福士苍汰;有村架纯;山田裕贵;佐藤亚璃纱;入江甚仪;黑岛结菜,剧情;爱情,日本,3,216
闯入者,王小帅,吕中;冯远征;秦海璐;秦昊;石榴;黄素影;韩艺博;许守钦;赵泽龙;李苒苒,剧情;惊悚;犯罪,中国大陆,4,217
间谍,Seung-joon Lee,薛耿求;文素丽;丹尼尔·海尼;高昌锡;韩艺礼;罗美兰,喜剧,韩国,2,218
间谍之桥,史蒂文·斯皮尔伯格,汤姆·汉克斯;马克·里朗斯;斯科特· 谢泼德;艾米·莱安;塞巴斯蒂安·科赫;阿伦·阿尔达;奥斯汀·斯托维尔;比利·马格努森;伊芙·休森;杰西·普莱蒙;迈克尔·加斯顿;皮特·麦克罗比;多米尼克·隆巴多兹;布莱恩·胡奇森;约书亚·哈尔托;米哈伊尔·戈尔沃伊,剧情;传记;历史,美国;德国;印度,6,219
间谍同盟,罗伯特·泽米吉斯,布拉德·皮特;玛丽昂·歌迪亚;马修·古迪;丽兹·卡潘;夏洛特·霍普;拉菲·卡西迪;杰瑞德·哈里斯;克里斯蒂安·鲁贝克;丹尼尔·贝茨;安格斯·肯尼迪;贾森·马修森;大卫·邦纳维尔,剧情;动作;爱情;战争,美国;英国,6,220
闹鬼校园,竹本聡志,中山优马;岛崎遥香;大野拓朗;高桥玛莉润;安井谦太郎;大和田伸也,惊悚;恐怖,日本,3,221
闺蜜,黄真真,陈意涵;薛凯琪;杨子姗;余文乐;钟汉良;吴建豪,喜剧;爱情,中国大陆,3,222
阁楼之花,Deborah Chow,梅森·戴伊;海瑟·格拉汉姆;迪兰·布鲁斯;琪兰·席普卡;查德·威列;艾伦·伯斯汀;Ava Telek;Maxwell Kovach;Beau Daniels;Laura Jaye;约翰·埃梅特·特雷西;Don Thompson,剧情;悬疑;家庭,美国;加拿大,5,223
阳光姐妹淘,姜炯哲,沈恩京;闵孝琳;姜素拉;南宝拉;陈熙京;金时厚;柳好贞;朴真珠;金宝美;千禹熙;李璟荣,剧情;喜剧,韩国,3,224
阴宅瓦德马尔,José Luis Alemán,scar Jaenada;Silvia Abascal,悬疑;恐怖,西班牙,3,225
阴宅瓦德马尔2,José Luis Alemán,Silvia Abascal;óscar Jaenada;Daniele Liotti,悬疑;恐怖,西班牙,3,226
阴差阳错的女演员们,関和亮,竹内结子;真木阳子;水川麻美;片桐仁;升野英知,剧情;奇幻,日本,3,227
阴影之下,巴巴克·安瓦里,阿米德·加瓦丹;Narges Rashidi;鲍比·纳德利;Bijan Daneshmand;艾文·曼莎迪,剧情;恐怖,英国;卡塔尔;约旦;伊朗,6,228
阴影效应,Obin Olson;Amariah Olson,凯姆·吉甘戴;布兰妮·肖;乔纳森·莱斯·梅耶斯;迈克尔·比恩;迈克尔·艾伦·米利甘,动作;科幻;惊悚,美国,4,229
阴谋,弗兰克·皮尔森,肯尼思·布拉纳;斯坦利·图齐;科林·费尔斯;Barnaby Kay;Ben Daniels,剧情;历史;战争,美国;英国,5,230
阴道独白,Eve Ensler,Eve Ensler,脱口秀,USA,2,231
阴阳先生,张涛,彭禺厶;艾晓琪;刘玥彤;婉儿;高成龙,喜剧;惊悚,中国大陆,3,232
阿伦·艾弗森之答案,Steve Michaud,Allen Iverson,,美国,2,233
阿修罗,佐藤敬一,野泽雅子;北大路欣也;林原惠美;Kinya Kitaohgi;池赖宏,动画;恐怖;历史,日本,4,234
